Num. Cliente,Producto,Punto de venta,Día,Hora,Articulos,Precio,Empresa,Categoria,Historial Crediticio
7555,Fondos de Inversión,NA,06/25/2024,18:29:40,NA,"$4,889.00",Banorte,Sector Financiero,659
7555,Tarjeta de crédito,El Palacio de Hierro 284,06/11/2024,18:31:55,Artículo 32,"$8,939.00",El Palacio de Hierro,Retail,659
2002,Tarjeta de crédito,Walmart 318,06/05/2024,16:04:24,Artículo 50,"$5,540.00",Walmart,Supermercado,389
6478,Tarjeta de débito,Oxxo 394,07/02/2024,11:57:40,Artículo 29,"$6,202.00",Oxxo,Clothing,611
1001,Fondos de Inversión,NA,06/08/2024,19:41:47,NA,"$2,828.00",Banorte,Sector Financiero,736
7555,Tarjeta de crédito,Walmart 31,06/09/2024,19:42:14,Artículo 36,"$5,161.00",Walmart,Supermercado,659
8765,Tarjeta de débito,El Palacio de Hierro 770,07/01/2024,22:11:48,Artículo 37,"$6,294.00",El Palacio de Hierro,Electronics,480
8765,Afore,NA,06/20/2024,02:35:43,NA,"$5,513.00",Banorte,Sector Financiero,480
6478,Afore,NA,06/27/2024,12:47:37,NA,"$6,562.00",Banorte,Sector Financiero,611
1234,Tarjeta de débito,iShop 150,06/19/2024,17:49:56,Artículo 4,"$2,453.00",iShop,Comida a domicilio,571
8765,Fondos de Inversión,NA,06/11/2024,23:11:07,NA,"$3,675.00",Banorte,Sector Financiero,480
6478,Afore,NA,06/06/2024,02:21:18,NA,"$8,955.00",Banorte,Sector Financiero,611
5231,Tarjeta de crédito,Walmart 717,06/06/2024,19:11:59,Artículo 3,"$1,144.00",Walmart,Clothing,406
8765,Tarjeta de débito,iShop 472,07/01/2024,17:20:03,Artículo 46,"$6,822.00",iShop,E-commerce,480
5432,Fondos de Inversión,NA,07/02/2024,23:01:18,NA,"$4,886.00",Banorte,Sector Financiero,737
2002,Afore,NA,06/16/2024,02:14:06,NA,"$4,419.00",Banorte,Sector Financiero,389
1234,Tarjeta de débito,Cinemex 984,06/22/2024,19:29:12,Artículo 19,"$3,382.00",Cinemex,Supermercado,571
8765,Tarjeta de crédito,Liverpool 198,06/11/2024,12:12:01,Artículo 39,"$6,595.00",Liverpool,Clothing,480
5432,Afore,NA,06/15/2024,18:12:36,NA,"$4,843.00",Banorte,Sector Financiero,737
6478,Tarjeta de crédito,Cinemex 157,07/02/2024,12:04:01,Artículo 47,$127.00,Cinemex,E-commerce,611
2002,Tarjeta de débito,Soriana 225,06/06/2024,07:00:51,Artículo 11,$503.00,Soriana,Restaurant,389
2002,Fondos de Inversión,NA,06/16/2024,15:05:46,NA,"$5,803.00",Banorte,Sector Financiero,389
9980,Fondos de Inversión,NA,06/24/2024,19:57:37,NA,"$5,058.00",Banorte,Sector Financiero,501
5432,Fondos de Inversión,NA,06/10/2024,13:40:00,NA,"$1,685.00",Banorte,Sector Financiero,737
1001,Fondos de Inversión,NA,06/20/2024,10:16:40,NA,"$5,911.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/15/2024,02:59:11,NA,"$8,111.00",Banorte,Sector Financiero,737
1001,Afore,NA,06/23/2024,20:30:36,NA,"$6,418.00",Banorte,Sector Financiero,736
6478,Tarjeta de débito,Sanborns 675,06/13/2024,04:53:41,Artículo 38,"$5,937.00",Sanborns,Restaurant,611
1001,Tarjeta de débito,Spotify 577,06/06/2024,21:56:40,Artículo 31,"$1,659.00",Spotify,Supermercado,736
5432,Tarjeta de crédito,El Palacio de Hierro 287,06/26/2024,19:55:31,Artículo 50,"$8,958.00",El Palacio de Hierro,Restaurant,737
6478,Afore,NA,06/17/2024,03:30:03,NA,"$5,331.00",Banorte,Sector Financiero,611
8765,Tarjeta de débito,El Palacio de Hierro 422,06/05/2024,01:13:39,Artículo 39,"$5,191.00",El Palacio de Hierro,Comida a domicilio,480
6478,Afore,NA,06/19/2024,20:25:56,NA,"$3,006.00",Banorte,Sector Financiero,611
5231,Tarjeta de débito,Sanborns 771,06/21/2024,03:35:26,Artículo 44,"$7,986.00",Sanborns,E-commerce,406
5231,Tarjeta de débito,Spotify 339,06/11/2024,10:00:12,Artículo 2,"$1,895.00",Spotify,Clothing,406
5231,Fondos de Inversión,NA,06/14/2024,06:58:27,NA,$891.00,Banorte,Sector Financiero,406
5432,Tarjeta de crédito,iShop 436,06/26/2024,01:56:55,Artículo 45,"$8,380.00",iShop,Clothing,737
1001,Tarjeta de crédito,Oxxo 412,06/15/2024,02:10:05,Artículo 33,"$4,749.00",Oxxo,Clothing,736
9980,Tarjeta de débito,Uber Eats 139,07/02/2024,01:55:12,Artículo 35,"$2,197.00",Uber Eats,Restaurant,501
1234,Tarjeta de crédito,Starbucks 96,06/20/2024,00:22:28,Artículo 19,"$2,813.00",Starbucks,Clothing,571
9980,Tarjeta de débito,Cinemex 331,06/28/2024,15:56:04,Artículo 17,"$5,512.00",Cinemex,Restaurant,501
1234,Tarjeta de débito,Soriana 862,06/21/2024,14:50:48,Artículo 9,"$6,490.00",Soriana,E-commerce,571
1001,Tarjeta de crédito,Amazon 700,07/04/2024,23:19:25,Artículo 20,"$8,845.00",Amazon,Restaurant,736
7555,Afore,NA,06/26/2024,13:18:32,NA,"$9,798.00",Banorte,Sector Financiero,659
5432,Tarjeta de crédito,Starbucks 183,06/22/2024,00:30:05,Artículo 11,"$9,872.00",Starbucks,Retail,737
2002,Tarjeta de crédito,Spotify 901,06/09/2024,04:33:03,Artículo 42,"$6,194.00",Spotify,E-commerce,389
5432,Tarjeta de crédito,Sanborns 844,06/29/2024,16:05:47,Artículo 18,"$5,420.00",Sanborns,Supermercado,737
5231,Fondos de Inversión,NA,06/23/2024,04:15:55,NA,"$7,118.00",Banorte,Sector Financiero,406
1234,Fondos de Inversión,NA,06/17/2024,09:00:22,NA,"$2,503.00",Banorte,Sector Financiero,571
8765,Tarjeta de crédito,Amazon 668,07/01/2024,04:34:56,Artículo 48,$113.00,Amazon,E-commerce,480
8765,Afore,NA,06/15/2024,15:23:02,NA,"$6,207.00",Banorte,Sector Financiero,480
1234,Afore,NA,06/07/2024,02:03:43,NA,"$2,333.00",Banorte,Sector Financiero,571
8765,Tarjeta de débito,Banorte 85,06/09/2024,12:11:41,Artículo 6,"$8,040.00",Banorte,Retail,480
1001,Fondos de Inversión,NA,06/29/2024,17:53:47,NA,"$5,029.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/11/2024,04:24:07,NA,"$7,417.00",Banorte,Sector Financiero,737
6478,Tarjeta de crédito,Chedraui 150,06/04/2024,09:00:18,Artículo 19,"$7,377.00",Chedraui,Restaurant,611
7555,Tarjeta de débito,Uber Eats 995,07/04/2024,08:23:11,Artículo 26,"$6,614.00",Uber Eats,Tecnología,659
1001,Afore,NA,06/09/2024,12:00:01,NA,"$8,617.00",Banorte,Sector Financiero,736
9876,Tarjeta de débito,Walmart 494,06/11/2024,08:39:25,Artículo 16,"$1,878.00",Walmart,Electronics,591
1234,Fondos de Inversión,NA,06/12/2024,03:29:53,NA,"$5,584.00",Banorte,Sector Financiero,571
7555,Tarjeta de crédito,El Palacio de Hierro 615,06/17/2024,14:38:45,Artículo 41,"$3,024.00",El Palacio de Hierro,Clothing,659
6478,Tarjeta de crédito,Walmart 775,06/04/2024,00:46:32,Artículo 32,"$8,510.00",Walmart,Supermercado,611
1234,Tarjeta de crédito,Liverpool 780,06/06/2024,08:49:13,Artículo 45,"$2,481.00",Liverpool,E-commerce,571
7555,Fondos de Inversión,NA,06/25/2024,15:30:37,NA,"$1,689.00",Banorte,Sector Financiero,659
1234,Fondos de Inversión,NA,06/19/2024,09:59:04,NA,"$1,721.00",Banorte,Sector Financiero,571
2002,Tarjeta de débito,Liverpool 411,06/16/2024,08:32:14,Artículo 2,"$2,518.00",Liverpool,Electronics,389
9876,Tarjeta de débito,Oxxo 822,06/23/2024,05:40:32,Artículo 27,"$1,483.00",Oxxo,Entretenimiento,591
5432,Afore,NA,06/29/2024,07:06:47,NA,$104.00,Banorte,Sector Financiero,737
5231,Tarjeta de débito,Spotify 957,06/27/2024,00:03:20,Artículo 26,"$2,509.00",Spotify,Restaurant,406
9876,Tarjeta de crédito,Oxxo 291,06/30/2024,02:16:23,Artículo 1,"$5,065.00",Oxxo,Comida a domicilio,591
5432,Fondos de Inversión,NA,06/18/2024,07:15:14,NA,"$8,361.00",Banorte,Sector Financiero,737
7555,Fondos de Inversión,NA,06/18/2024,13:21:10,NA,"$5,166.00",Banorte,Sector Financiero,659
9876,Fondos de Inversión,NA,07/03/2024,05:54:41,NA,"$6,428.00",Banorte,Sector Financiero,591
9876,Tarjeta de débito,Walmart 161,06/10/2024,13:47:17,Artículo 18,"$6,254.00",Walmart,Clothing,591
7555,Afore,NA,06/20/2024,11:24:27,NA,"$2,604.00",Banorte,Sector Financiero,659
8765,Fondos de Inversión,NA,06/10/2024,12:34:32,NA,$910.00,Banorte,Sector Financiero,480
8765,Tarjeta de crédito,Soriana 742,06/16/2024,09:08:56,Artículo 20,"$5,116.00",Soriana,Retail,480
5432,Tarjeta de débito,Mercado Libre 865,06/16/2024,18:15:35,Artículo 43,"$9,193.00",Mercado Libre,Clothing,737
9980,Tarjeta de crédito,iShop 583,06/07/2024,12:20:42,Artículo 23,"$6,159.00",iShop,Alimentos y bebidas,501
7555,Tarjeta de débito,Oxxo 370,06/18/2024,05:08:48,Artículo 20,"$2,736.00",Oxxo,Retail,659
9876,Tarjeta de débito,Chedraui 504,06/19/2024,11:43:21,Artículo 43,"$6,846.00",Chedraui,Electronics,591
5432,Tarjeta de crédito,Walmart 661,06/20/2024,13:49:50,Artículo 7,"$1,155.00",Walmart,Clothing,737
2002,Tarjeta de crédito,Mercado Libre 835,06/17/2024,09:12:54,Artículo 23,"$2,409.00",Mercado Libre,Tecnología,389
5231,Fondos de Inversión,NA,06/22/2024,16:18:32,NA,"$3,608.00",Banorte,Sector Financiero,406
5231,Tarjeta de crédito,Mercado Libre 422,06/17/2024,05:04:30,Artículo 34,"$3,650.00",Mercado Libre,E-commerce,406
5231,Fondos de Inversión,NA,06/11/2024,17:21:40,NA,"$2,705.00",Banorte,Sector Financiero,406
9980,Fondos de Inversión,NA,06/11/2024,00:32:38,NA,"$5,635.00",Banorte,Sector Financiero,501
1234,Tarjeta de débito,Amazon 367,06/23/2024,21:25:13,Artículo 2,"$7,472.00",Amazon,Comida a domicilio,571
8765,Afore,NA,06/23/2024,01:06:37,NA,"$6,289.00",Banorte,Sector Financiero,480
7555,Afore,NA,06/26/2024,00:17:13,NA,"$6,123.00",Banorte,Sector Financiero,659
2002,Tarjeta de crédito,Walmart 20,06/06/2024,08:15:35,Artículo 12,"$5,312.00",Walmart,Alimentos y bebidas,389
1234,Afore,NA,06/24/2024,04:35:56,NA,"$4,957.00",Banorte,Sector Financiero,571
1001,Afore,NA,06/25/2024,06:36:19,NA,"$9,257.00",Banorte,Sector Financiero,736
1234,Tarjeta de crédito,Soriana 386,06/13/2024,21:11:36,Artículo 17,"$9,878.00",Soriana,Clothing,571
9980,Afore,NA,07/01/2024,18:29:49,NA,"$5,518.00",Banorte,Sector Financiero,501
1001,Afore,NA,06/04/2024,18:31:37,NA,$332.00,Banorte,Sector Financiero,736
6478,Afore,NA,06/20/2024,15:21:52,NA,"$5,229.00",Banorte,Sector Financiero,611
1234,Tarjeta de débito,Uber Eats 1000,07/02/2024,03:08:15,Artículo 35,"$9,674.00",Uber Eats,Alimentos y bebidas,571
1234,Afore,NA,06/16/2024,13:58:12,NA,"$8,729.00",Banorte,Sector Financiero,571
2002,Afore,NA,06/15/2024,06:08:38,NA,"$9,401.00",Banorte,Sector Financiero,389
8765,Tarjeta de crédito,Soriana 56,06/17/2024,04:40:19,Artículo 3,"$7,724.00",Soriana,Retail,480
5231,Tarjeta de crédito,iShop 299,06/19/2024,02:20:38,Artículo 39,$175.00,iShop,Entretenimiento,406
6478,Afore,NA,06/30/2024,04:13:23,NA,$484.00,Banorte,Sector Financiero,611
5231,Tarjeta de débito,Cinemex 425,06/26/2024,13:52:24,Artículo 2,$587.00,Cinemex,Clothing,406
9876,Tarjeta de débito,Spotify 881,07/01/2024,01:37:26,Artículo 32,"$2,668.00",Spotify,Comida a domicilio,591
1234,Fondos de Inversión,NA,06/26/2024,08:45:49,NA,"$4,497.00",Banorte,Sector Financiero,571
9876,Afore,NA,06/26/2024,07:38:53,NA,"$7,661.00",Banorte,Sector Financiero,591
7555,Tarjeta de crédito,Sanborns 553,06/21/2024,07:37:49,Artículo 22,"$2,557.00",Sanborns,Retail,659
5231,Tarjeta de débito,Soriana 265,07/02/2024,08:15:14,Artículo 28,"$7,185.00",Soriana,Entretenimiento,406
7555,Tarjeta de crédito,Uber Eats 967,06/09/2024,04:39:09,Artículo 9,$31.00,Uber Eats,Restaurant,659
5231,Tarjeta de débito,Uber Eats 391,06/22/2024,22:06:04,Artículo 5,"$5,979.00",Uber Eats,Comida a domicilio,406
2002,Fondos de Inversión,NA,06/30/2024,01:54:58,NA,$563.00,Banorte,Sector Financiero,389
9876,Fondos de Inversión,NA,07/03/2024,15:32:21,NA,"$9,721.00",Banorte,Sector Financiero,591
6478,Tarjeta de débito,Uber Eats 603,07/01/2024,17:09:21,Artículo 23,"$7,247.00",Uber Eats,Supermercado,611
5432,Tarjeta de débito,Banorte 566,06/19/2024,05:31:23,Artículo 17,"$6,888.00",Banorte,Clothing,737
9980,Fondos de Inversión,NA,06/16/2024,05:31:30,NA,"$4,267.00",Banorte,Sector Financiero,501
1234,Tarjeta de débito,Amazon 34,06/19/2024,21:14:13,Artículo 37,"$6,108.00",Amazon,Supermercado,571
2002,Tarjeta de débito,Uber Eats 804,06/16/2024,02:49:19,Artículo 16,$525.00,Uber Eats,Comida a domicilio,389
1001,Afore,NA,06/10/2024,12:56:14,NA,"$8,762.00",Banorte,Sector Financiero,736
9980,Tarjeta de débito,Walmart 500,06/07/2024,03:35:02,Artículo 47,"$3,548.00",Walmart,Supermercado,501
1234,Tarjeta de débito,Spotify 755,06/24/2024,18:30:39,Artículo 2,"$5,826.00",Spotify,Electronics,571
9876,Afore,NA,06/23/2024,03:38:21,NA,"$8,378.00",Banorte,Sector Financiero,591
8765,Tarjeta de débito,Walmart 800,06/30/2024,03:43:31,Artículo 28,"$7,686.00",Walmart,E-commerce,480
2002,Afore,NA,06/16/2024,15:08:13,NA,"$1,515.00",Banorte,Sector Financiero,389
9980,Afore,NA,07/03/2024,22:00:50,NA,"$2,340.00",Banorte,Sector Financiero,501
5231,Fondos de Inversión,NA,06/17/2024,14:45:36,NA,"$7,138.00",Banorte,Sector Financiero,406
1001,Fondos de Inversión,NA,06/25/2024,19:40:21,NA,"$3,515.00",Banorte,Sector Financiero,736
1001,Afore,NA,06/24/2024,17:05:59,NA,"$1,251.00",Banorte,Sector Financiero,736
5231,Fondos de Inversión,NA,06/22/2024,02:05:28,NA,$780.00,Banorte,Sector Financiero,406
8765,Fondos de Inversión,NA,06/25/2024,10:22:45,NA,$100.00,Banorte,Sector Financiero,480
5231,Fondos de Inversión,NA,06/24/2024,21:33:03,NA,$83.00,Banorte,Sector Financiero,406
1234,Tarjeta de crédito,Oxxo 356,06/12/2024,00:21:56,Artículo 31,"$9,309.00",Oxxo,Alimentos y bebidas,571
1234,Tarjeta de débito,Walmart 419,06/08/2024,13:31:32,Artículo 47,"$5,037.00",Walmart,Electronics,571
2002,Afore,NA,06/20/2024,16:59:36,NA,"$1,061.00",Banorte,Sector Financiero,389
9980,Afore,NA,06/18/2024,17:13:09,NA,"$1,533.00",Banorte,Sector Financiero,501
1234,Fondos de Inversión,NA,06/24/2024,14:05:14,NA,"$6,139.00",Banorte,Sector Financiero,571
6478,Afore,NA,06/10/2024,02:04:35,NA,$691.00,Banorte,Sector Financiero,611
7555,Fondos de Inversión,NA,06/28/2024,16:22:06,NA,"$3,869.00",Banorte,Sector Financiero,659
7555,Fondos de Inversión,NA,06/07/2024,08:02:22,NA,"$6,230.00",Banorte,Sector Financiero,659
1001,Fondos de Inversión,NA,06/11/2024,12:34:30,NA,"$1,130.00",Banorte,Sector Financiero,736
2002,Fondos de Inversión,NA,06/04/2024,05:47:44,NA,$173.00,Banorte,Sector Financiero,389
8765,Tarjeta de crédito,Mercado Libre 945,07/02/2024,21:49:00,Artículo 38,"$6,269.00",Mercado Libre,Electronics,480
2002,Afore,NA,07/02/2024,01:16:31,NA,"$6,597.00",Banorte,Sector Financiero,389
9980,Afore,NA,06/24/2024,10:01:01,NA,"$9,594.00",Banorte,Sector Financiero,501
1234,Tarjeta de débito,El Palacio de Hierro 580,07/03/2024,14:20:56,Artículo 19,"$7,569.00",El Palacio de Hierro,Retail,571
1001,Afore,NA,06/15/2024,20:19:07,NA,"$5,357.00",Banorte,Sector Financiero,736
2002,Fondos de Inversión,NA,06/30/2024,18:33:37,NA,"$1,736.00",Banorte,Sector Financiero,389
5231,Tarjeta de crédito,El Palacio de Hierro 858,06/29/2024,06:16:23,Artículo 50,"$1,873.00",El Palacio de Hierro,Clothing,406
1234,Tarjeta de débito,El Palacio de Hierro 952,07/03/2024,18:43:51,Artículo 8,"$9,436.00",El Palacio de Hierro,Tecnología,571
5231,Tarjeta de crédito,Starbucks 859,06/24/2024,16:12:56,Artículo 45,"$8,759.00",Starbucks,Retail,406
1001,Tarjeta de débito,Liverpool 20,06/10/2024,12:27:41,Artículo 15,"$5,157.00",Liverpool,Comida a domicilio,736
9980,Tarjeta de débito,Spotify 730,06/10/2024,01:38:17,Artículo 25,"$2,316.00",Spotify,Supermercado,501
5231,Tarjeta de crédito,Uber Eats 479,06/10/2024,10:38:23,Artículo 23,"$7,249.00",Uber Eats,Supermercado,406
5432,Afore,NA,06/25/2024,02:33:07,NA,"$2,227.00",Banorte,Sector Financiero,737
5231,Tarjeta de crédito,Mercado Libre 418,06/13/2024,13:25:38,Artículo 24,"$2,163.00",Mercado Libre,Alimentos y bebidas,406
2002,Fondos de Inversión,NA,06/21/2024,22:57:56,NA,$381.00,Banorte,Sector Financiero,389
9876,Tarjeta de crédito,Walmart 609,06/25/2024,08:08:37,Artículo 7,"$5,274.00",Walmart,Entretenimiento,591
8765,Tarjeta de crédito,Walmart 733,06/20/2024,17:15:56,Artículo 22,"$3,740.00",Walmart,E-commerce,480
1001,Fondos de Inversión,NA,06/11/2024,00:13:24,NA,"$8,706.00",Banorte,Sector Financiero,736
1234,Afore,NA,06/12/2024,00:33:59,NA,"$5,295.00",Banorte,Sector Financiero,571
8765,Tarjeta de débito,Mercado Libre 588,06/18/2024,21:33:00,Artículo 50,"$3,888.00",Mercado Libre,Retail,480
6478,Tarjeta de débito,Chedraui 124,06/07/2024,10:23:38,Artículo 6,$785.00,Chedraui,Entretenimiento,611
6478,Fondos de Inversión,NA,06/27/2024,22:52:49,NA,"$5,521.00",Banorte,Sector Financiero,611
9980,Fondos de Inversión,NA,06/22/2024,02:52:04,NA,"$9,906.00",Banorte,Sector Financiero,501
8765,Afore,NA,06/25/2024,11:27:38,NA,"$3,996.00",Banorte,Sector Financiero,480
8765,Fondos de Inversión,NA,07/02/2024,22:53:16,NA,"$3,022.00",Banorte,Sector Financiero,480
1234,Afore,NA,06/05/2024,09:52:06,NA,"$3,126.00",Banorte,Sector Financiero,571
8765,Tarjeta de crédito,Liverpool 195,06/06/2024,04:24:28,Artículo 47,"$8,754.00",Liverpool,Retail,480
1234,Fondos de Inversión,NA,06/08/2024,12:51:58,NA,"$4,097.00",Banorte,Sector Financiero,571
1001,Fondos de Inversión,NA,06/18/2024,03:31:22,NA,"$8,865.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/08/2024,05:13:41,NA,"$8,285.00",Banorte,Sector Financiero,737
5432,Fondos de Inversión,NA,07/04/2024,21:08:34,NA,"$5,886.00",Banorte,Sector Financiero,737
8765,Tarjeta de crédito,Sanborns 999,06/04/2024,23:47:51,Artículo 46,"$3,319.00",Sanborns,Comida a domicilio,480
9980,Fondos de Inversión,NA,06/24/2024,04:57:36,NA,"$4,453.00",Banorte,Sector Financiero,501
1001,Fondos de Inversión,NA,06/11/2024,10:17:27,NA,"$8,934.00",Banorte,Sector Financiero,736
1001,Tarjeta de crédito,El Palacio de Hierro 665,06/20/2024,07:42:15,Artículo 41,"$5,386.00",El Palacio de Hierro,Alimentos y bebidas,736
9876,Tarjeta de débito,Spotify 66,07/03/2024,18:04:25,Artículo 30,$501.00,Spotify,Comida a domicilio,591
5432,Fondos de Inversión,NA,07/04/2024,03:37:03,NA,"$2,561.00",Banorte,Sector Financiero,737
2002,Tarjeta de débito,Walmart 372,06/23/2024,07:10:40,Artículo 23,"$3,361.00",Walmart,Restaurant,389
1234,Afore,NA,06/13/2024,03:13:00,NA,"$3,967.00",Banorte,Sector Financiero,571
9980,Fondos de Inversión,NA,07/04/2024,15:20:50,NA,"$5,730.00",Banorte,Sector Financiero,501
6478,Tarjeta de crédito,iShop 193,06/10/2024,19:41:47,Artículo 16,"$5,909.00",iShop,Restaurant,611
1234,Tarjeta de débito,Sanborns 9,06/07/2024,04:17:53,Artículo 41,"$8,847.00",Sanborns,Tecnología,571
5231,Tarjeta de débito,Chedraui 228,06/13/2024,21:59:52,Artículo 30,"$3,361.00",Chedraui,Entretenimiento,406
5432,Afore,NA,06/04/2024,12:30:21,NA,"$9,159.00",Banorte,Sector Financiero,737
7555,Tarjeta de débito,Walmart 982,06/23/2024,23:18:30,Artículo 11,"$5,190.00",Walmart,Electronics,659
7555,Afore,NA,06/29/2024,05:33:30,NA,"$7,921.00",Banorte,Sector Financiero,659
8765,Tarjeta de crédito,Walmart 682,06/26/2024,11:26:46,Artículo 11,"$9,361.00",Walmart,Tecnología,480
6478,Tarjeta de crédito,Starbucks 346,06/20/2024,16:37:13,Artículo 26,"$9,183.00",Starbucks,E-commerce,611
1234,Tarjeta de crédito,Banorte 372,07/03/2024,11:03:49,Artículo 35,"$4,723.00",Banorte,Tecnología,571
2002,Tarjeta de débito,iShop 988,06/07/2024,03:12:19,Artículo 35,"$9,907.00",iShop,Clothing,389
5432,Tarjeta de crédito,Mercado Libre 288,06/21/2024,03:51:09,Artículo 16,"$1,871.00",Mercado Libre,Electronics,737
1001,Tarjeta de crédito,iShop 772,06/12/2024,04:34:14,Artículo 12,"$5,249.00",iShop,Alimentos y bebidas,736
9876,Tarjeta de crédito,Oxxo 48,06/19/2024,00:19:01,Artículo 13,"$7,904.00",Oxxo,Comida a domicilio,591
9980,Fondos de Inversión,NA,06/14/2024,18:32:34,NA,"$5,108.00",Banorte,Sector Financiero,501
1234,Tarjeta de crédito,Uber Eats 305,06/13/2024,04:31:02,Artículo 45,$713.00,Uber Eats,Entretenimiento,571
7555,Tarjeta de débito,Mercado Libre 166,06/17/2024,19:53:02,Artículo 39,"$7,945.00",Mercado Libre,Supermercado,659
8765,Tarjeta de crédito,Banorte 181,06/08/2024,23:54:09,Artículo 42,"$5,848.00",Banorte,Clothing,480
1001,Afore,NA,07/03/2024,09:46:36,NA,"$2,636.00",Banorte,Sector Financiero,736
8765,Fondos de Inversión,NA,06/04/2024,12:36:57,NA,"$6,072.00",Banorte,Sector Financiero,480
1001,Afore,NA,06/22/2024,02:28:43,NA,"$5,557.00",Banorte,Sector Financiero,736
2002,Tarjeta de débito,Walmart 240,06/09/2024,17:10:36,Artículo 35,"$2,290.00",Walmart,Alimentos y bebidas,389
9980,Fondos de Inversión,NA,06/20/2024,00:51:33,NA,"$2,657.00",Banorte,Sector Financiero,501
9876,Tarjeta de débito,Starbucks 8,06/07/2024,02:06:59,Artículo 44,"$7,706.00",Starbucks,Alimentos y bebidas,591
5231,Afore,NA,06/22/2024,13:38:15,NA,"$6,148.00",Banorte,Sector Financiero,406
2002,Tarjeta de crédito,Starbucks 153,06/23/2024,20:43:13,Artículo 27,"$9,831.00",Starbucks,Alimentos y bebidas,389
9876,Tarjeta de crédito,Chedraui 433,06/13/2024,13:32:07,Artículo 41,"$7,311.00",Chedraui,Electronics,591
8765,Afore,NA,06/25/2024,13:39:13,NA,"$4,490.00",Banorte,Sector Financiero,480
6478,Afore,NA,07/03/2024,04:31:27,NA,"$3,633.00",Banorte,Sector Financiero,611
8765,Fondos de Inversión,NA,06/07/2024,23:39:55,NA,"$1,078.00",Banorte,Sector Financiero,480
7555,Tarjeta de crédito,Oxxo 521,06/20/2024,09:03:42,Artículo 17,"$6,565.00",Oxxo,Clothing,659
5231,Afore,NA,06/07/2024,12:10:05,NA,$292.00,Banorte,Sector Financiero,406
7555,Tarjeta de débito,Uber Eats 145,06/10/2024,17:51:43,Artículo 29,"$7,958.00",Uber Eats,Entretenimiento,659
9980,Fondos de Inversión,NA,06/05/2024,14:21:24,NA,$397.00,Banorte,Sector Financiero,501
9876,Fondos de Inversión,NA,06/11/2024,15:20:53,NA,$385.00,Banorte,Sector Financiero,591
1001,Tarjeta de débito,Soriana 882,07/04/2024,02:14:12,Artículo 5,"$6,750.00",Soriana,Retail,736
5432,Tarjeta de débito,Liverpool 528,06/30/2024,10:55:53,Artículo 31,$714.00,Liverpool,Retail,737
